inci_name,cas_number,einecs_number,function
PEG-5 BERTHOLLETIA EXCELSA SEED OIL GLYCERYL ESTERS,,,Skin Conditioning
PEG-5 CASTOR OIL,61791-12-6,500-151-7,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-5 COCAMIDE,68425-44-5,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-5 COCAMINE,61791-14-8,,Surfactant - Emulsifying
PEG-5 COCOATE,61791-29-5,,Surfactant - Emulsifying
PEG-5 COCOMONIUM METHOSULFATE,68989-03-7,,Antistatic
PEG-5 DEDM HYDANTOIN,68130-12-1,,Antimicrobial
PEG-5 DEDM HYDANTOIN OLEATE,,,Antimicrobial
PEG-5 DITRIDECYLMONIUM CHLORIDE,,,"Antistatic, Surfactant - Cleansing"
PEG-5 ETHYLHEXANOATE,,,Surfactant - Emulsifying
PEG-5 GLYCERYL ISOSTEARATE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-5 GLYCERYL OLEATE,,,Surfactant - Emulsifying
PEG-5 GLYCERYL SESQUIOLEATE,57107-97-8,,Surfactant - Emulsifying
PEG-5 GLYCERYL STEARATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-5 GLYCERYL TRIISOSTEARATE,86846-21-1,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-5 GLYCERYL TRIOLEATE,68958-64-5,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-5 GLYCERYL TRISTEARATE,41080-66-4,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-5 HYDROGENATED CASTOR OIL,61788-85-0,500-147-5,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-5 HYDROGENATED CASTOR OIL ISOSTEARATE,,,"Surfactant - Emulsifying, Viscosity Controlling"
PEG-5 HYDROGENATED CASTOR OIL TRIISOSTEARATE,,,"Surfactant - Emulsifying, Viscosity Controlling"
PEG-5 HYDROGENATED CORN GLYCERIDES,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-5 HYDROGENATED LANOLIN,68648-27-1,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-5 HYDROGENATED TALLOW AMINE,61791-26-2,500-153-8,Surfactant - Emulsifying
PEG-5 ISODECYLOXYPROPYLAMINE,170516-50-4,,Antistatic
PEG-5 ISONONANOATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-5 LANOLATE,68459-50-7,,Surfactant - Emulsifying
PEG-5 LANOLIN,61790-81-6,,Surfactant - Emulsifying
PEG-5 LANOLINAMIDE,,,Surfactant - Emulsifying
PEG-5 LAURAMIDE,26635-75-6,,Surfactant - Emulsifying
PEG-5 OLEAMIDE,26027-37-2,,Surfactant - Emulsifying
PEG-5 OLEAMIDE DIOLEATE,,,Surfactant - Emulsifying
PEG-5 OLEAMINE,26635-93-8,,Surfactant - Emulsifying
PEG-5 OLEAMMONIUM METHOSULFATE,64611-81-0,,Hair Conditioning
PEG-5 OLEATE,9004-96-0,,Surfactant - Emulsifying
PEG-5 PENTAERYTHRITYL DIMETHYLOL PROPIONATE-2 DENDRIMER,,,"Absorbent, Binding, Emulsion Stabilising, Film Forming, Hair Fixing"
PEG-5 PENTAERYTHRITYL DIMETHYLOL PROPIONATE-3 DENDRIMER,,,"Absorbent, Binding, Emulsion Stabilising, Film Forming, Hair Fixing"
PEG-5 PENTAERYTHRITYL DIMETHYLOL PROPIONATE-4 DENDRIMER,,,"Absorbent, Binding, Emulsion Stabilising, Film Forming, Hair Fixing"
PEG-5 PENTAERYTHRITYL DMPA-2 CAPRATE/CAPRYLATE DENDRIMER,462113-22-0,,Viscosity Controlling
PEG-5 PENTAERYTHRITYL ETHER,,,Skin Conditioning - Emollient
PEG-5 PHYTOSTEROL,,,Surfactant - Emulsifying
PEG-5 RAPESEED STEROL,,,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-5 SORBITAN ISOSTEARATE,66794-58-9,,Surfactant - Emulsifying
PEG-5 SOY STEROL,,,Surfactant - Emulsifying
PEG-5 SOYAMINE,61791-24-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-5 STEARAMINE,9003-93-4,,"Antistatic, Surfactant - Emulsifying"
PEG-5 STEARATE,9004-99-3,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-5 STEARYL AMMONIUM CHLORIDE,80238-02-4,,"Antistatic, Surfactant - Cleansing"
PEG-5 STEARYL AMMONIUM LACTATE,,,"Antistatic, Surfactant - Cleansing"
PEG-5 TALL OIL STEROL,,,Antistatic
PEG-5 TALLATE,61791-00-2,,Surfactant - Emulsifying
PEG-5 TALLOW AMIDE,68155-24-8,,Surfactant - Emulsifying
PEG-5 TALLOW BENZONIUM CHLORIDE,,,"Antistatic, Surfactant - Cleansing"
PEG-5 TRICAPRYL CITRATE,,,Surfactant - Emulsifying
PEG-5 TRICETYL CITRATE,,,Skin Conditioning - Emollient
PEG-5 TRILAURYL CITRATE,,,Skin Conditioning - Emollient
PEG-5 TRIMETHYLOLPROPANE TRIMYRISTATE,,,Surfactant - Emulsifying
PEG-5 TRIMYRISTYL CITRATE,,,Skin Conditioning - Emollient
PEG-5 TRISTEARYL CITRATE,,,Skin Conditioning - Emollient
PEG-5 TSUBAKIATE GLYCERIDES,,,Surfactant - Emulsifying
PEG-50 CASTOR OIL,61791-12-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-50 GLYCERYL ISOSTEARATE,,,"Cleansing, Surfactant - Emulsifying"
PEG-50 GLYCERYL TRIISOSTEARATE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-50 GLYCERYL TRIOLEATE,68958-64-5,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-50 HYDROGENATED CASTOR OIL,61788-85-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-50 HYDROGENATED CASTOR OIL ISOSTEARATE,,,"Surfactant - Emulsifying, Viscosity Controlling"
PEG-50 HYDROGENATED CASTOR OIL LAURATE,,,Skin Conditioning
PEG-50 HYDROGENATED CASTOR OIL SUCCINATE,,,"Surfactant - Emulsifying, Viscosity Controlling"
PEG-50 HYDROGENATED CASTOR OIL TRIISOSTEARATE,,,"Surfactant - Emulsifying, Viscosity Controlling"
PEG-50 HYDROGENATED PALMAMIDE,,,"Cleansing, Surfactant - Cleansing"
PEG-50 HYDROGENATED TALLOW AMINE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-50 LANOLIN,61790-81-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-50 SHEA BUTTER,,,Surfactant - Emulsifying
PEG-50 STEARAMIDE,,,Surfactant - Emulsifying
PEG-50 STEARAMINE,9003-93-4,,"Antistatic, Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-50 STEARATE,9004-99-3,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-50 TALLOW AMIDE,68155-24-8,- / -,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-500,25322-68-3,,"Binding, Emulsion Stabilising, Solvent"
PEG-54 CASTOR OIL,61791-12-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-54 HYDROGENATED CASTOR OIL,61788-85-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-55,25322-68-3,,"Binding, Humectant, Solvent"
PEG-55 CASTOR OIL,61791-12-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-55 HYDROGENATED CASTOR OIL,61788-85-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-55 LANOLIN,61790-81-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-55 PROPYLENE GLYCOL OLEATE,86481-08-5,,"Surfactant - Cleansing, Viscosity Controlling"
PEG-55 STEARATE,9004-99-3,,Cleansing
PEG-58 HYDROGENATED CASTOR OIL ISOSTEARATE,,,"Surfactant - Emulsifying, Viscosity Controlling"
PEG-5M,25322-68-3,,"Binding, Emulsion Stabilising, Viscosity Controlling"
PEG-6,25322-68-3,,"Humectant, Solvent"
PEG-6 ALMOND GLYCERIDES,226993-90-4,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-6 BEESWAX,,,Surfactant - Emulsifying
PEG-6 BUTYLENE GLYCOL LAURATE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-6 CAPRYLATE/CAPRATE,,,Surfactant - Emulsifying
PEG-6 CAPRYLIC/CAPRIC GLYCERIDES,,,Surfactant - Emulsifying
PEG-6 COCAMIDE,68425-44-5,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-6 COCAMIDE PHOSPHATE,,,Cleansing
PEG-6 DIISOSTEARATE,,,Surfactant - Emulsifying
PEG-6 DILAURATE,9005-02-1,,Surfactant - Emulsifying
PEG-6 DIMETHICONE,,,"Humectant, Plasticiser"
PEG-6 DIOLEATE,9005-07-6,,Surfactant - Emulsifying
PEG-6 DISTEARATE,9005-08-7,,Surfactant - Emulsifying
PEG-6 GLYCERYL CAPRATE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-6 GLYCERYL ISOSTEARATE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-6 GLYCERYL TRISTEARATE,41080-66-4,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-6 HYDROGENATED CASTOR OIL,61788-85-0,500-147-5,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-6 HYDROGENATED PALM/PALM KERNEL GLYCERIDE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-6 HYDROGENATED PALMAMIDE,,,"Light Stabilizer, Surfactant - Emulsifying"
PEG-6 ISOLAURYL THIOETHER,,,Surfactant - Emulsifying
PEG-6 ISOPALMITATE,,,Surfactant - Emulsifying
PEG-6 ISOSTEARATE,56002-14-3,,Surfactant - Emulsifying
PEG-6 LANOLATE,68459-50-7,,Surfactant - Emulsifying
PEG-6 LAURAMIDE,26635-75-6,,Surfactant - Emulsifying
PEG-6 LAURATE,9004-81-3,,Surfactant - Emulsifying
PEG-6 LAURATE/TARTRATE,,,Surfactant - Emulsifying
PEG-6 METHICONE ACETATE,,,"Hair Conditioning, Skin Conditioning, Surfactant - Emulsifying"
PEG-6 METHYL ETHER,9004-74-4,,Solvent
PEG-6 METHYL ETHER DIMETHICONE,,,"Hair Conditioning, Skin Conditioning, Surfactant - Emulsifying"
PEG-6 OLEAMIDE,26027-37-2,,Surfactant - Emulsifying
PEG-6 OLEAMINE,26635-93-8,,"Surfactant - Emulsifying, Surfactant - Foam Boosting"
PEG-6 OLEATE,9004-96-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-6 OLIVE GLYCERIDES,103819-46-1,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-6 PALMITATE,9004-94-8,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-6 PPG-7 ETHYLHEXYL ETHER,64366-70-7,,"Cleansing, Surfactant - Cleansing"
PEG-6 PROPYLENE GLYCOL CAPRYLATE/CAPRATE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-6 SESQUI(BENZOTRIAZOLYL T-BUTYL HYDROXYPHENYLPROPIONATE),104810-48-2,,Light Stabilizer
PEG-6 SORBITAN OLEATE,9005-65-6,,Surfactant - Emulsifying
PEG-6 SORBITAN STEARATE,9005-67-8,,Surfactant - Emulsifying
PEG-6 STEARATE,9004-99-3,,Surfactant - Emulsifying
PEG-6 STEARYLGUANIDINE,,,"Antistatic, Surfactant - Emulsifying"
PEG-6 TRIMETHYLOLPROPANE TRIACRYLATE,28961-43-5,278-260-1,"Binding, Film Forming"
PEG-6 UNDECYLENATE,,,"Anti-Seborrheic, Surfactant - Cleansing"
PEG-60,25322-68-3,,"Humectant, Solvent"
PEG-60 ALMOND GLYCERIDES,226993-90-4,,Surfactant - Emulsifying
PEG-60 CASTOR OIL,61791-12-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-60 CASTOR OIL ISOSTEARATE,,,Surfactant - Emulsifying
PEG-60 CORN GLYCERIDES,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-60 EVENING PRIMROSE GLYCERIDES,124046-44-2,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-60 GLYCERYL DIISOSTEARATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-60 GLYCERYL ISOSTEARATE,,,Surfactant - Cleansing
PEG-60 GLYCERYL STEARATE,,,Surfactant - Emulsifying
PEG-60 GLYCERYL TRIISOSTEARATE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-60 GLYCERYL TRIOLEATE,68958-64-5,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-60 HYDROGENATED CASTOR OIL,61788-85-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-60 HYDROGENATED CASTOR OIL LAURATE,,,Skin Conditioning
PEG-60 HYDROGENATED CASTOR OIL PCA ISOSTEARATE,,,Skin Conditioning
PEG-60 HYDROGENATED CASTOR OIL TRIISOSTEARATE,,,"Surfactant - Emulsifying, Viscosity Controlling"
PEG-60 HYDROGENATED DIMER DILINOLEATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-60 LANOLIN,61790-81-6,,Surfactant - Emulsifying
PEG-60 PASSIFLORA EDULIS SEED GLYCERIDES,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-60 PASSIFLORA INCARNATA SEED GLYCERIDES,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-60 POLYGLYCERYL-4 HEXAACRYLATE,,,Film Forming
PEG-60 SHEA BUTTER GLYCERIDES,226993-83-5,,"Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-60 SORBITAN STEARATE,9005-67-8,,Surfactant - Cleansing
PEG-60 SORBITAN TETRAOLEATE,,,Surfactant - Emulsifying
PEG-60 SORBITAN TETRASTEARATE,,,Surfactant - Emulsifying
PEG-60 TSUBAKIATE GLYCERIDES,,,"Cleansing, Surfactant - Emulsifying"
PEG-65 BUTYLENE GLYCOL ISOSTEARATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-65 HYDROGENATED CASTOR OIL,61788-85-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-65M,25322-68-3,,"Binding, Emulsion Stabilising, Viscosity Controlling"
PEG-66 TRIHYDROXYSTEARIN,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-7,25322-68-3,,"Humectant, Solvent"
PEG-7 AMODIMETHICONE,133779-14-3,,"Hair Conditioning, Humectant"
PEG-7 BETA-NAPHTHOL,,,Viscosity Controlling
PEG-7 CAPRYLIC/CAPRIC GLYCERIDES,,,Surfactant - Emulsifying
PEG-7 CARAPA GUIANENSIS GLYCERYL ESTERS,,,"Skin Conditioning, Skin Conditioning - Emollient"
PEG-7 COCAMIDE,68425-44-5,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-7 COCOGLYCERIDES,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-7 DIMETHICONE,,,"Hair Conditioning, Skin Conditioning"
PEG-7 GLYCERYL COCOATE,66105-29-1,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-7 GLYCERYL LAURATE,59070-56-3,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-7 GLYCERYL SOYATE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-7 HYDROGENATED CASTOR OIL,61788-85-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-7 LANOLATE,68459-50-7,,Surfactant - Emulsifying
PEG-7 METHYL ETHER,9004-74-4,,Solvent
PEG-7 METHYL ETHER DIMETHICONE,,,"Hair Conditioning, Skin Conditioning, Surfactant - Emulsifying"
PEG-7 OLEAMIDE,26027-37-2,,Surfactant - Emulsifying
PEG-7 OLEATE,9004-96-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-7 OLIVATE,226708-41-4,,Surfactant - Emulsifying
PEG-7 OLIVE GLYCERIDES,103819-46-1,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-7 PROPYLHEPTYL ETHER,,,Emulsion Stabilising
PEG-7 RICINOLEAMIDE,,,Surfactant - Emulsifying
PEG-7 RICINOLEATE,9004-97-1,,Surfactant - Emulsifying
PEG-7 STEARATE,9004-99-3,,Surfactant - Emulsifying
PEG-7 SUNFLOWER GLYCERIDES,180254-52-8,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-7 TALLOW AMINE,61791-26-2,,"Antistatic, Surfactant - Emulsifying"
PEG-7 THEOBROMA GRANDIFLORUM SEED BUTTER GLYCERYL ESTERS,,,"Skin Conditioning, Skin Conditioning - Emollient"
PEG-7 TRIMETHYLOLPROPANE COCONUT ETHER,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-7/PPG-2 PENTAERYTHRITYL TETRAACRYLATE,1421341-42-5,,Film Forming
PEG-7/PPG-2 PENTAERYTHRITYL TRIACRYLATE/DIPROPYLAMINOPROPIONATE,872413-30-4,,Film Forming
PEG-7/PPG-2 PROPYLHEPTYL ETHER,,,"Cleansing, Light Stabilizer, Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-70 HYDROGENATED LANOLIN,68648-27-1,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-70 LANOLIN,,,Cleansing
PEG-70 MANGO GLYCERIDES,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75,25322-68-3,,"Binding, Humectant, Solvent"
PEG-75 BETA-SITOSTEROL,,,Surfactant - Emulsifying
PEG-75 CASTOR OIL,61791-12-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 COCOA BUTTER GLYCERIDES,,,Surfactant - Emulsifying
PEG-75 CRAMBE ABYSSINICA SEED OIL,,,"Skin Conditioning, Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-75 DILAURATE,9005-02-1,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 DIOLEATE,9005-07-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 DISTEARATE,9005-08-7,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 LANOLIN,61790-81-6,,"Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 LANOLIN OIL,68648-38-4,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 LANOLIN WAX,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 LAURATE,9004-81-3,,Surfactant - Cleansing
PEG-75 MEADOWFOAM OIL,,,"Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 OLEATE,9004-96-0,,Surfactant - Cleansing
PEG-75 PROPYLENE GLYCOL STEARATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 SHEA BUTTER GLYCERIDES,226993-83-5,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 SHOREA BUTTER GLYCERIDES,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 SORBITAN LANOLATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-75 SORBITAN LAURATE,9005-64-5,,Surfactant - Cleansing
PEG-75 SOY GLYCERIDES,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-75 STEARATE,9004-99-3,,Surfactant - Cleansing
PEG-78 GLYCERYL COCOATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-7M,25322-68-3,,"Binding, Emulsion Stabilising, Viscosity Controlling"
PEG-8,5117-19-1,225-856-4,"Humectant, Solvent"
PEG-8  DIMETHICONE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 ALLYL ETHER,,,Not Reported
PEG-8 AMODIMETHICONE,182700-78-3,,Hair Conditioning
PEG-8 AVOCADOATE,,,Surfactant - Emulsifying
PEG-8 BEESWAX,,,Surfactant - Emulsifying
PEG-8 BEHENATE,,,Surfactant - Emulsifying
PEG-8 C12-18 ALKYL ESTER,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 CAPRATE,,,Surfactant - Emulsifying
PEG-8 CAPRYLATE,,,Surfactant - Emulsifying
PEG-8 CAPRYLATE/CAPRATE,,,Surfactant - Emulsifying
PEG-8 CAPRYLIC/CAPRIC GLYCERIDES,,,Surfactant - Emulsifying
PEG-8 CASTOR OIL,61791-12-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 CETYL DIMETHICONE,,,Skin Conditioning
PEG-8 COCAMINE,,,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 COCOATE,61791-29-5,,Surfactant - Emulsifying
PEG-8 CRANBERRIATE,,,Surfactant - Emulsifying
PEG-8 DI/TRIRICINOLEATE,,,Surfactant - Emulsifying
PEG-8 DICOCOATE,,,Surfactant - Emulsifying
PEG-8 DIISOSTEARATE,,,Surfactant - Emulsifying
PEG-8 DILAURATE,9005-02-1,,Surfactant - Emulsifying
PEG-8 DIMETHICONE,,,"Hair Conditioning, Skin Conditioning"
PEG-8 DIMETHICONE DIMER DILINOLEATE,,,Film Forming
PEG-8 DIMETHICONE/DIMER DILINOLEIC ACID COPOLYMER,,,"Skin Conditioning, Skin Conditioning - Emollient"
PEG-8 DIMETHICONE/POLYSORBATE 20 CROSSPOLYMER,,,Emulsion Stabilising
PEG-8 DIOLEATE,9005-07-6,,Surfactant - Emulsifying
PEG-8 DISTEARATE,9005-08-7,,Surfactant - Emulsifying
PEG-8 DISTEARMONIUM CHLORIDE PG-DIMETHICONE,,,Hair Conditioning
PEG-8 DITALLATE,61791-01-3,,Surfactant - Emulsifying
PEG-8 DODECENYLSUCCINATE,,,Surfactant - Emulsifying
PEG-8 GLYCERYL ISOSTEARATE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-8 GLYCERYL LAURATE,59070-56-3,,Surfactant - Emulsifying
PEG-8 GLYCERYL TRILAURATE,,,Viscosity Controlling
PEG-8 HYALURONATE,,,"Skin Conditioning, Skin Conditioning - Emollient"
PEG-8 HYDROGENATED CASTOR OIL,61788-85-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 HYDROGENATED FISH GLYCERIDES,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-8 HYDROGENATED TALLOW AMINE,61791-26-2,500-153-8,Surfactant - Emulsifying
PEG-8 ISOLAURYL THIOETHER,,,Surfactant - Emulsifying
PEG-8 ISOSTEARATE,56002-14-3,,Surfactant - Emulsifying
PEG-8 LANOLATE,68459-50-7,,Surfactant - Emulsifying
PEG-8 LAURATE,9004-81-3,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 LINOLEATE,,,Skin Conditioning - Emollient
PEG-8 LINOLENATE,,,Skin Conditioning - Emollient
PEG-8 METHICONE,,,"Hair Conditioning, Skin Conditioning - Emollient"
PEG-8 METHYL ETHER DIMETHICONE,,,"Cleansing, Hair Conditioning, Skin Conditioning, Surfactant - Cleansing"
PEG-8 METHYL ETHER TRIETHOXYSILANE,,,Surfactant - Cleansing
PEG-8 MYRISTATE,,,Surfactant - Emulsifying
PEG-8 OLEATE,9004-96-0,,Surfactant - Emulsifying
PEG-8 PALMITOYL METHYL DIETHONIUM METHOSULFATE,,,Antistatic
PEG-8 PEG-4 DIMETHICONE,,,"Hair Conditioning, Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 PG-COCO-GLUCOSIDE DIMETHICONE,,,"Hair Conditioning, Skin Conditioning, Surfactant - Foam Boosting"
PEG-8 PHOSPHATE,9056-42-2,,Skin Protecting
PEG-8 PPG-8 DIMETHICONE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 PROPYLENE GLYCOL COCOATE,126645-98-5,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 PROPYLHEPTYL ETHER,,,Emulsion Stabilising
PEG-8 RASPBERRIATE,,,Surfactant - Emulsifying
PEG-8 RICINOLEATE,9004-97-1,,Surfactant - Cleansing
PEG-8 SESQUILAURATE,,,Surfactant - Emulsifying
PEG-8 SESQUIOLEATE,,,Surfactant - Emulsifying
PEG-8 SOYAMINE,61791-24-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 STEARATE,9004-99-3,,"Humectant, Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-8 TALLATE,61791-00-2,,Surfactant - Emulsifying
PEG-8 TALLOW AMIDE,,,Surfactant - Emulsifying
PEG-8 TRIFLUOROPROPYL DIMETHICONE COPOLYMER,,,"Hair Conditioning, Skin Conditioning"
PEG-8 TRISILOXANE,27306-78-1,,"Skin Conditioning, Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Emulsifying, Surfactant - Foam Boosting"
PEG-8 UNDECYLENATE,,,Surfactant - Emulsifying
PEG-8/SMDI COPOLYMER,39444-87-6,,Film Forming
PEG-80,25322-68-3,,"Binding, Humectant, Solvent"
PEG-80 BETULINATE,,,"Hair Conditioning, Skin Conditioning"
PEG-80 CASTOR OIL,61791-12-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-80 GLYCERYL COCOATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-80 GLYCERYL TALLOWATE,68553-11-7,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-80 HYDROGENATED CASTOR OIL,61788-85-0,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-80 HYDROGENATED DIMER DILINOLEATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-80 HYDROGENATED GLYCERYL PALMATE,,,"Cleansing, Solvent, Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-80 METHYL GLUCOSE LAURATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-80 SORBITAN LAURATE,9005-64-5,,Surfactant - Cleansing
PEG-80 SORBITAN PALMITATE,9005-66-7,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-80 STEARATE,9004-99-3,,"Cleansing, Surfactant - Cleansing"
PEG-800,25322-68-3,,"Anticaking, Binding, Humectant, Plasticiser, Viscosity Controlling"
PEG-800/POLYVINYL ALCOHOL COPOLYMER,,,"Film Forming, Hair Fixing"
PEG-82 GLYCERYL TALLOWATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-85 LANOLIN,61790-81-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-9,25322-68-3,,"Humectant, Solvent"
PEG-9 AVOCADOATE,,,Surfactant - Emulsifying
PEG-9 BORAGEATE,,,Surfactant - Emulsifying
PEG-9 BUTYLENE GLYCOL LAURATE,,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-9 BUTYLOCTANOATE,,,Surfactant - Emulsifying
PEG-9 C10-14 OLEFIN/MA COPOLYMER,,,Emulsion Stabilising
PEG-9 CASTOR OIL,61791-12-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
PEG-9 COCOATE,61791-29-5,,Surfactant - Emulsifying
PEG-9 COCOGLYCERIDES,67762-35-0,,"Skin Conditioning - Emollient, Surfactant - Emulsifying"
PEG-9 DIETHYLMONIUM CHLORIDE,,,Surfactant - Emulsifying
PEG-9 DIGLYCIDYL ETHER/SODIUM HYALURONATE CROSSPOLYMER,,,Skin Conditioning
PEG-9 DIMETHACRYLATE,,,"Binding, Film Forming"
PEG-9 DIMETHICONE,,,"Hair Conditioning, Skin Conditioning"
